0.08244275,0.06668641,0.09990212,0.04354808,-0.07323937,0.00935355
0.03041721,0.12372021,0.09770847,-0.13263305,0.15916178,-0.22066669
0.21463676,-0.11070604,0.20495851,-0.08812646,0.01157902,-0.40007675
0.19916320,0.03635086,0.16588354,0.06419624,0.03387363,-0.15234508
-0.41628733,0.17038241,0.22810753,-0.11310163,0.01067206,0.17610492
-0.16228466,0.25856796,0.16687481,0.20879464,-0.08024079,-0.11671857
-0.23576498,0.11563246,0.15082878,0.31758052,-0.32759815,-0.53179771
0.18396027,0.26506606,0.05172489,0.14018974,0.00795335,-0.09969700
0.48058096,0.17058077,0.09273348,0.10348565,-0.11148892,0.19596869
-0.05689286,0.24784182,0.09017419,0.10404113,0.11955082,0.26359144
-0.22481869,0.17583224,-0.13483150,0.15471080,-0.33073694,-0.50805306
-0.19886866,0.19438194,0.25236800,0.25172430,-0.14325498,-0.25243548
0.14394140,0.04259784,0.03751194,0.21284831,-0.13254347,-0.02362688
0.40793097,0.02735778,0.15612908,0.11402769,0.19077921,0.33025888
0.41803667,-0.03008654,-0.08630463,0.21700552,0.10045483,0.17204377
-0.24799861,-0.12776749,0.15983091,-0.08787072,0.07824518,-0.47939256
-0.24110986,-0.13052435,0.24598213,-0.22713260,-0.06224037,-0.05237397
-0.28621450,-0.16729209,-0.01138116,-0.01889292,0.04432433,0.07998538
0.09991597,-0.37760660,-0.10292450,-0.01140329,0.19469713,0.29118949
0.13534895,-0.33016789,-0.19590485,0.18293905,0.18545495,0.12282182
-0.03186228,-0.32916552,0.14969389,-0.41223592,0.09822159,-0.33622831
-0.29046243,-0.37279260,0.13988332,-0.30852664,0.22694236,-0.16468839
-0.32177553,-0.38049152,-0.09290443,-0.16212469,0.25913703,0.23096421
-0.16157274,-0.13301806,-0.01458980,-0.12162550,0.18105467,0.07234076
0.09962214,-0.11194903,-0.14045359,-0.02963247,-0.20993860,-0.03567221
